"","data","Freq"
"1869","损害赔偿",17
"1870","损失",2
"1871","所带",1
"1872","所负",1
"1873","所建",1
"1874","所欠",1
"1875","所生",20
"1876","所需",1
"1877","所有",16
"1878","所有权",1
"1879","所有权证",1
"1880","所育",2
"1881","索取",1
"1882","琐事",4
"1883","他人",1
"1884","邰某",3
"1885","太和县",1
"1886","谭家",1
"1887","谭理琼",2
"1888","谭某",12
"1889","谭鹏宇",1
"1890","谭启蓉",2
"1891","谭强",2
"1892","谭勇军",1
"1893","谭再龙",1
"1894","探视权",1
"1895","探望",4
"1896","唐凤华",1
"1897","唐建明",1
"1898","唐某",15
"1899","唐荣",1
"1900","唐素珍",1
"1901","唐鲜",2
"1902","唐向",2
"1903","唐雪琴",1
"1904","唐壹宏",1
"1905","唐振喜",1
"1906","塘村",1
"1907","塘路",1
"1908","陶俊义",2
"1909","陶某",5
"1910","讨论",5
"1911","腾腾",1
"1912","滕某",2
"1913","提出",36
"1914","提供",5
"1915","提交",3
"1916","天安",1
"1917","天台县",1
"1918","田德建",1
"1919","田萌",1
"1920","田某",34
"1921","田由常",1
"1922","条第",7
"1923","条和",7
"1924","条及",10
"1925","条件",16
"1926","条款",1
"1927","条例",1
"1928","调查",1
"1929","调查表",1
"1930","调和",2
"1931","调解",40
"1932","听听",2
"1933","庭审",6
"1934","停止",1
"1935","婷婷",1
"1936","通州区",1
"1937","同居",35
"1938","同时",3
"1939","同样",1
"1940","同意",4
"1941","佟某",2
"1942","彤霞",1
"1943","桐城市",1
"1944","童某",5
"1945","童毅",2
"1946","潼南",1
"1947","屠建江",1
"1948","屠林丽",1
"1949","土地",1
"1950","土地管理法",2
"1951","土麦",1
"1952","土尼",1
"1953","退付",1
"1954","退还",5
"1955","外债",1
"1956","完成学业",1
"1957","完全",2
"1958","完整",3
"1959","挽救",11
"1960","皖桐",1
"1961","万安",1
"1962","万东玉",1
"1963","万某",10
"1964","万乔英",1
"1965","万元",3
"1966","汪池贤",2
"1967","汪军",1
"1968","汪某",15
"1969","汪文斌",1
"1970","汪亚",2
"1971","王爱菊",2
"1972","王安艳",2
"1973","王锋",1
"1974","王凤麟",4
"1975","王凤英",1
"1976","王贵",1
"1977","王恒瑾",1
"1978","王红丽",2
"1979","王宏侠",2
"1980","王虹",1
"1981","王建锋",1
"1982","王丽荣",1
"1983","王莉云",1
"1984","王连武",1
"1985","王连喜",1
"1986","王良香",2
"1987","王明",3
"1988","王某",353
"1989","王农权",1
"1990","王攀",1
"1991","王青",3
"1992","王群茜",1
"1993","王肃",2
"1994","王童亮",1
"1995","王孝金",1
"1996","王鑫海",1
"1997","王兴",2
"1998","王兴贵",1
"1999","王秀莲",1
"2000","王雪",2
"2001","王雪娇",1
"2002","王艳芳",2
"2003","王永会",1
"2004","王永权",1
"2005","王宇彤",1
"2006","王玉珍",1
"2007","王育",2
"2008","王裕泽",1
"2009","王云花",1
"2010","王志",1
"2011","王志亭",1
"2012","王志英",1
"2013","王子",1
"2014","危害",23
"2015","危害性",1
"2016","危某",3
"2017","危险",1
"2018","危险性",1
"2019","威海市",1
"2020","威胁",86
"2021","微波炉",1
"2022","微微",2
"2023","微信",2
"2024","微型",1
"2025","韦杰祥",2
"2026","韦某",2
"2027","韦耀文",1
"2028","为此",24
"2029","为了",47
"2030","为苏",2
"2031","为宜",1
"2032","为止",1
"2033","违反",1
"2034","维持",27
"2035","维持原判",128
"2036","维护",94
"2037","委员会",9
"2038","隗某",2
"2039","卫对",2
"2040","卫某",1
"2041","未办",18
"2042","未办理",11
"2043","未成年",6
"2044","未成年人",1
"2045","未处理",1
"2046","未果",1
"2047","未遂",1
"2048","位于",23
"2049","魏怀玉",2
"2050","魏加如",2
"2051","魏某",27
"2052","魏新芳",1
"2053","魏玉华",1
"2054","温冬华",1
"2055","温某",3
"2056","文宝",1
"2057","文登",1
"2058","文付芬",1
"2059","文华",1
"2060","文龙",1
"2061","文明",6
"2062","文某",5
"2063","文青芬",1
"2064","文小玲",1
"2065","文学",1
"2066","文勇",2
"2067","稳定",53
"2068","稳定性",5
"2069","问某",1
"2070","问题",457
"2071","汶水",1
"2072","翁方贵",1
"2073","邬某",1
"2074","无法",2
"2075","无过错",1
"2076","无期徒刑",4
"2077","无效",37
"2078","无需",1
"2079","吴峰",2
"2080","吴建乡",2
"2081","吴江",3
"2082","吴军",2
"2083","吴龙",2
"2084","吴某",75
"2085","吴琼蓉",2
"2086","吴天梅",1
"2087","吴尾兰",1
"2088","吴云飞",1
"2089","吴忠市",1
"2090","五个",3
"2091","五间",1
"2092","五年",1
"2093","五日",4
"2094","五十八条",7
"2095","五岁",1
"2096","五条",12
"2097","伍某",1
"2098","伍早",1
"2099","仵某",1
"2100","武对",2
"2101","武金娥",1
"2102","武某",6
"2103","武于",1
"2104","侮辱",3
"2105","物权法",26
"2106","物三",1
"2107","西安市",1
"2108","西便门",1
"2109","西城区",1
"2110","西河",1
"2111","西里",1
"2112","西路",1
"2113","西宁市",1
"2114","西市区",1
"2115","西巷",1
"2116","希望",2
"2117","奚某",3
"2118","稀某",1
"2119","习俗",1
"2120","洗衣机",1
"2121","喜事",1
"2122","细木",1
"2123","下列",1
"2124","下同",2
"2125","夏登",2
"2126","夏君琴",1
"2127","夏冕",2
"2128","夏某",22
"2129","先锋",1
"2130","先行",6
"2131","嫌疑",1
"2132","显示",1
"2133","县舟",1
"2134","现查明",1
"2135","现场",1
"2136","现金",1
"2137","现均",1
"2138","现年",1
"2139","现实",1
"2140","现王",2
"2141","现已",1
"2142","现有",2
"2143","现在",9
"2144","限本",2
"2145","限于",1
"2146","限制",1
"2147","相差",1
"2148","相当于",1
"2149","相关",42
"2150","相互理解",1
"2151","相某",1
"2152","相识",1
"2153","香及",1
"2154","香某",1
"2155","湘乡市",1
"2156","享有",2
"2157","向原",1
"2158","项源涛",1
"2159","象湖",1
"2160","肖柏发",2
"2161","肖开敏",2
"2162","肖某",21
"2163","小孩",5
"2164","小利",1
"2165","小区",2
"2166","小溪",1
"2167","小型",1
"2168","小园",1
"2169","协议",3
"2170","协议书",1
"2171","协助",1
"2172","写明",1
"2173","谢百云",2
"2174","谢东",2
"2175","谢建英",2
"2176","谢立利",1
"2177","谢某",20
"2178","谢玉娥",1
"2179","心雨",1
"2180","辛某",6
"2181","辛升云",1
"2182","新村",1
"2183","新抚区",1
"2184","新华",1
"2185","新建",3
"2186","新阳",2
"2187","新余市",1
"2188","刑初",2
"2189","刑法",80
"2190","刑某",2
"2191","刑期",20
"2192","刑事案件",2
"2193","刑事法律",1
"2194","刑事犯罪",1
"2195","刑事诉讼法",52
"2196","邢某",3
"2197","形式",12
"2198","兴隆",3
"2199","性格不合",1
"2200","性质",18
"2201","凶器",1
"2202","熊某",10
"2203","熊志花",2
"2204","修建",1
"2205","宿某",1
"2206","秀艳",1
"2207","秀英",4
"2208","胥某",1
"2209","虚假",1
"2210","徐春玲",1
"2211","徐国",1
"2212","徐慧津子",2
"2213","徐某",92
"2214","徐鹏",2
"2215","徐庆福",2
"2216","徐涛",2
"2217","徐玉霞",1
"2218","许春利",2
"2219","许凤荣",3
"2220","许慧",2
"2221","许兰于",1
"2222","许某",28
"2223","许庆华",2
"2224","许素玉",3
"2225","许瑶",2
"2226","许智森",1
"2227","宣犯",1
"2228","宣告",1
"2229","宣化",1
"2230","旋耕机",1
"2231","选择",1
"2232","薛春英",1
"2233","薛玲犯",1
"2234","薛某",12
"2235","薛少波",2
"2236","薛溪溪",1
"2237","薛有鹏",2
"2238","学费",1
"2239","学海",1
"2240","学林",2
"2241","雪峰",1
"2242","雪莲",1
"2243","雪松",2
"2244","寻衅滋事",1
"2245","押金",1
"2246","亚东",1
"2247","鄢陵县",1
"2248","延军",1
"2249","延长",1
"2250","闫某",13
"2251","严和东",2
"2252","严某",14
"2253","严肃",2
"2254","严肃性",1
"2255","研究",4
"2256","盐山县",1
"2257","盐铁",1
"2258","颜某",10
"2259","郾城",1
"2260","雁塔区",1
"2261","秧某",2
"2262","阳某",1
"2263","阳艳",1
"2264","杨桂荣",2
"2265","杨海花",2
"2266","杨杰",1
"2267","杨军",2
"2268","杨凯",1
"2269","杨坤",1
"2270","杨利美",2
"2271","杨明",2
"2272","杨某",162
"2273","杨木",1
"2274","杨宁环",1
"2275","杨浦区",1
"2276","杨生贵",1
"2277","杨树",1
"2278","杨贤君",2
"2279","杨显政",2
"2280","杨新为",1
"2281","杨星",1
"2282","杨雪玲",1
"2283","杨艳斌",1
"2284","杨英艺",3
"2285","杨玉芬",1
"2286","杨钰函",1
"2287","杨跃文",1
"2288","养生",1
"2289","姚纲",2
"2290","姚海芸",1
"2291","姚鸿斌",1
"2292","姚某",32
"2293","瑶海区",1
"2294","要件",1
"2295","要求",619
"2296","叶某",9
"2297","叶青",1
"2298","叶霜于",1
"2299","叶小香",2
"2300","一百八十九",1
"2301","一百二十八",3
"2302","一百二十七",7
"2303","一百二十条",1
"2304","一百九十",6
"2305","一百零八",7
"2306","一百零二",13
"2307","一百零六",1
"2308","一百零三",15
"2309","一百零五",1
"2310","一百六十",3
"2311","一百七十",10
"2312","一百三十八",1
"2313","一百四十",8
"2314","一百四十四",716
"2315","一百五十元",2
"2316","一百一十",33
"2317","一半",2
"2318","一次",3
"2319","一次性",5
"2320","一定",2
"2321","一段时间",1
"2322","一份",1
"2323","一峰",1
"2324","一户",1
"2325","一角",1
"2326","一款",8
"2327","一辆",3
"2328","一路",1
"2329","一年",11
"2330","一女",2
"2331","一起",1
"2332","一日",3
"2333","一审",9
"2334","一审判决",2
"2335","一台",1
"2336","一套",1
"2337","一条",27
"2338","一万八千",1
"2339","一项",2
"2340","一之",1
"2341","一子",2
"2342","衣柜",1
"2343","衣某",2
"2344","衣物",3
"2345","医疗费",2
"2346","依法",25
"2347","依法办理",1
"2348","依据",493
"2349","依照",3676
"2350","黟县",1
"2351","宜宾市",1
"2352","移送",22
"2353","遗产",2
"2354","乙某",1
"2355","已成",1
"2356","已经",1
"2357","已有",1
"2358","已于",1
"2359","以及",36
"2360","以前",6
"2361","以上",1
"2362","以下",2
"2363","义乌市",2
"2364","义务",3
"2365","义勇",2
"2366","艺冉",1
"2367","艺轩",1
"2368","屹随",1
"2369","异议",9
"2370","译文",1
"2371","易超",1
"2372","意见",7
"2373","意见书",1
"2374","意思",1
"2375","因此",4
"2376","因素",2
"2377","因谈",1
"2378","因童",1
"2379","殷某",14
"2380","银行",2
"2381","银行存款",2
"2382","银行账号",1
"2383","银河证券",1
"2384","尹某",16
"2385","引发",1
"2386","英犯",1
"2387","英杰",1
"2388","迎金",1
"2389","营口市",2
"2390","营业部",1
"2391","应当",5
"2392","应某",4
"2393","应为",1
"2394","应以",4
"2395","应用",1
"2396","应于",9
"2397","应予",1
"2398","应予以",1
"2399","拥军",1
"2400","拥有",1
"2401","雍某",1
"2402","永清",2
"2403","用于",1
"2404","尤某",8
"2405","由包",1
"2406","由程",3
"2407","由丁",2
"2408","由樊",1
"2409","由伏",1
"2410","由付",1
"2411","由何",1
"2412","由贺",1
"2413","由乐",1
"2414","由雷",1
"2415","由林",1
"2416","由龙",1
"2417","由罗某",1
"2418","由麻",1
"2419","由马",3
"2420","由孟某",1
"2421","由戚",1
"2422","由任",1
"2423","由石",1
"2424","由苏",1
"2425","由孙",3
"2426","由童",1
"2427","由王",14
"2428","由闻",1
"2429","由香",1
"2430","由颜",1
"2431","由于",2
"2432","由余",1
"2433","由原",20
"2434","由张",7
"2435","由周",1
"2436","由祝",1
"2437","有个",2
"2438","有关",14
"2439","有力",1
"2440","有利于",3
"2441","有期徒刑",34
"2442","有限公司",5
"2443","有余",1
"2444","于本",25
"2445","于丽平",1
"2446","于长",1
"2447","余昌中",1
"2448","余道容",1
"2449","余德婧",2
"2450","余二",2
"2451","余海",1
"2452","余江",1
"2453","余婧琼",2
"2454","余某",17
"2455","余水",1
"2456","余天",2
"2457","余元",1
"2458","俞巾萍",2
"2459","俞某",3
"2460","渝水区",1
"2461","虞杏松",1
"2462","予以",16
"2463","宇随",1
"2464","玉川",1
"2465","玉花",3
"2466","玉竹",4
"2467","郁某",5
"2468","育才",1
"2469","预交",31
"2470","预缴",11
"2471","喻某",1
"2472","裕华区",1
"2473","裕徽苑",1
"2474","裕兴",1
"2475","元方",1
"2476","元及",2
"2477","元盛",1
"2478","元旭婷",1
"2479","元由常",1
"2480","元由林",1
"2481","元由余",1
"2482","元于",1
"2483","元整",1
"2484","元至",2
"2485","袁得芹",4
"2486","袁怀山",2
"2487","袁家冲",1
"2488","袁礼涛",2
"2489","袁某",23
"2490","袁若熙",1
"2491","袁霞",1
"2492","原被告",8
"2493","原董",2
"2494","原告",3857
"2495","原告方",8
"2496","原告人",1
"2497","原胡",1
"2498","原梁",1
"2499","原乔",1
"2500","原邱",1
"2501","原汪",1
"2502","原王",1
"2503","原武",2
"2504","原胥",1
"2505","原则性",1
"2506","原张",1
"2507","援引",1
"2508","院内",2
"2509","愿意",1
"2510","约定",1
"2511","月份",2
"2512","月始",1
"2513","岳某",8
"2514","岳喜林",2
"2515","云南省",1
"2516","运飞",2
"2517","再次发生",1
"2518","再审",18
"2519","在案",1
"2520","在原",1
"2521","昝某",2
"2522","暂用",1
"2523","暂由",1
"2524","遭受",1
"2525","早日",1
"2526","责令",6
"2527","责任",2
"2528","责任法",18
"2529","赠与",2
"2530","翟贝",2
"2531","翟敏洁",2
"2532","翟某",5
"2533","债权",1
"2534","债务",2
"2535","债务纠纷",13
"2536","詹超禄",1
"2537","詹建伟",1
"2538","詹俊刚",1
"2539","詹某",2
"2540","詹懿",1
"2541","站前区",1
"2542","张爱甜",2
"2543","张保兰",1
"2544","张冰",2
"2545","张彩丽",2
"2546","张超华",1
"2547","张春枝",2
"2548","张凤奎",1
"2549","张桂梅",1
"2550","张国翠",1
"2551","张国智",2
"2552","张涵",2
"2553","张红刚",1
"2554","张红岩",2
"2555","张红义",1
"2556","张会影",1
"2557","张家",2
"2558","张金梅",1
"2559","张京生",2
"2560","张兰英",1
"2561","张澜",2
"2562","张蕾",1
"2563","张莉",2
"2564","张玲",2
"2565","张孟",1
"2566","张梦花",1
"2567","张某",329
"2568","张培鑫",2
"2569","张琪悦",2
"2570","张仁君",1
"2571","张瑞兰于",1
"2572","张石健",1
"2573","张时中",1
"2574","张丝秀",1
"2575","张廷龙",1
"2576","张显",1
"2577","张晓东",1
"2578","张晓旭",2
"2579","张秀芬",1
"2580","张薰",2
"2581","张雅砚",1
"2582","张燕",2
"2583","张燕晓",1
"2584","张叶",1
"2585","张义敏",2
"2586","张应",2
"2587","张钰婕",2
"2588","张元英",1
"2589","张云成",1
"2590","张韵",2
"2591","张振民",2
"2592","张志强",2
"2593","彰显",1
"2594","长刀",1
"2595","长发",2
"2596","长女",5
"2597","长寿区",1
"2598","长垣县",1
"2599","长子",4
"2600","账户",2
"2601","招某",1
"2602","赵大刚",2
"2603","赵桂荣",1
"2604","赵红云",2
"2605","赵吉财",2
"2606","赵婧涵",2
"2607","赵娟",1
"2608","赵凯",2
"2609","赵连英",2
"2610","赵某",113
"2611","赵世芬",1
"2612","赵淑彬",1
"2613","赵廷海",1
"2614","赵燕芝",1
"2615","赵育旗",1
"2616","折抵",3
"2617","针对",1
"2618","珍爱",1
"2619","真实",1
"2620","甄某",3
"2621","振华",2
"2622","镇绵",1
"2623","镇王",1
"2624","镇西",1
"2625","争议",3
"2626","征求",1
"2627","征收",1
"2628","正常",3
"2629","正当",1
"2630","证据",222
"2631","证据不足",1
"2632","证明",6
"2633","证实",1
"2634","郑殿",1
"2635","郑厚芳",1
"2636","郑辉",3
"2637","郑钧",1
"2638","郑林林",2
"2639","郑某",34
"2640","郑旭",2
"2641","郑雪娥",2
"2642","郑优香",3
"2643","郑肇锦",1
"2644","郑肇锦对",1
"2645","政策",2
"2646","政立路",1
"2647","政治权利",4
"2648","之家",2
"2649","之间",3
"2650","之日",1
"2651","之日起",67
"2652","之子",2
"2653","支持",358
"2654","支付",18
"2655","支某",1
"2656","只能",1
"2657","只要",2
"2658","芝均",1
"2659","执行",32
"2660","直接",7
"2661","直至",1
"2662","指标",1
"2663","指定",5
"2664","至今",2
"2665","志达",2
"2666","志丹",1
"2667","志强",4
"2668","制度",2
"2669","质证",2
"2670","秩序",2
"2671","智某",1
"2672","滞纳金",1
"2673","中国",6
"2674","中国建设银行",2
"2675","中国农业银行",1
"2676","中国银行",1
"2677","中华",1
"2678","中华人民",6
"2679","中华人民共和国",6113
"2680","中华人民共和国宪法",1
"2681","中级",3
"2682","中秋",1
"2683","终身",4
"2684","钟某",10
"2685","重归于好",2
"2686","重婚罪",4
"2687","重庆市",5
"2688","重审",1
"2689","重新",1
"2690","周春梅",2
"2691","周翠云",2
"2692","周淮波",2
"2693","周开娜",1
"2694","周某",89
"2695","周岁",1
"2696","周婷",1
"2697","周祥安",2
"2698","周小华",2
"2699","周雪云",2
"2700","周玉娟",2
"2701","周云美",2
"2702","周转",1
"2703","朱会英",2
"2704","朱嘉勋",1
"2705","朱郡",1
"2706","朱琳",2
"2707","朱某",69
"2708","朱士",2
"2709","朱朔",2
"2710","朱涛",1
"2711","朱文",1
"2712","朱萱",1
"2713","朱勋",1
"2714","朱英",1
"2715","朱志亮",1
"2716","朱治笔",1
"2717","珠晖区",1
"2718","诸葛",1
"2719","主持",1
"2720","主要",1
"2721","主张",3
"2722","住所",3
"2723","住宅",2
"2724","祝国飞",1
"2725","祝晓兰",2
"2726","转让",1
"2727","庄某",4
"2728","装潢",1
"2729","装饰",1
"2730","状况",1
"2731","准许",313
"2732","准予",682
"2733","卓某",2
"2734","酌定",2
"2735","酌情",1
"2736","资格",2
"2737","资金",2
"2738","子方",1
"2739","子俊随",1
"2740","子女",86
"2741","子女教育",1
"2742","子孙",2
"2743","子张",1
"2744","訾某",3
"2745","自本",5
"2746","自行",7
"2747","自己",2
"2748","自理",4
"2749","自某",1
"2750","自身",1
"2751","自首",1
"2752","自由恋爱",3
"2753","自愿",2
"2754","字第",2
"2755","宗某",1
"2756","综观",1
"2757","综合",6
"2758","综上",523
"2759","综上所述",574
"2760","总则",42
"2761","邹某",14
"2762","租房",1
"2763","钻戒",1
"2764","最高",3
"2765","最高法院",1
"2766","最高人民法院",1075
"2767","最高人民检察院",4
"2768","最高院",1
"2769","遵照",1
"2770","左某",7
"2771","作案",1
"2772","作出",3
"2773","作价",1
"2774","作为",1
"2775","坐落",1
"2776","坐落于",12
"2777","座落",1
"2778","做法",1
